,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
890,"Hydrocarbons, aromatic","('air',)",emission,kilogram,biosphere3,4.03238623357115e-07,1.4421531098243189e-06,4.866289785186534e-06,6.413980251616602e-06,1.2833029136505966e-05,2.979431468194985e-05,4.567007544661381e-06,8.983785548269527e-06,2.2317843760741062e-05,3.919604685680607e-06,8.391499494020101e-06,2.1746822162179105e-05,1.8943669046684856e-06,8.507974177211948e-06,3.0114377047242315e-05,2.0148348655849926e-06,8.78190713239614e-06,3.1703818708882845e-05,2.420202059788769e-06,8.791234077634615e-06,3.0644969354072183e-05,4.023233639437248e-06,4.2520321443434946e-06,4.571028842055772e-06,2.324990156076953e-05,2.460541596972353e-05,2.6410530483458498e-05,2.4870851795305538e-05,2.6276897529922054e-05,2.8153236365140374e-05
891,"Hydrocarbons, chlorinated","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.1821177429314166e-11,1.2310066884903267e-10,7.647983573418314e-11,4.914378608023287e-09,1.1142704621289964e-08,1.9109692181617395e-08,4.293449621559373e-09,9.73591946349051e-09,1.7422261602785888e-07,4.278986359238024e-09,1.0055834643669218e-08,1.7521045345887594e-07,4.757127339847497e-09,1.1129851713847268e-08,1.7335250033058446e-07,4.526733530111094e-09,1.0429000801255841e-08,1.7902600844156588e-07,4.904308846594985e-09,1.0255946951997969e-08,1.7885346874357237e-07,6.537563763441498e-11,6.823834151395189e-11,7.214004948393928e-11,2.2413510570790798e-08,2.3384288605663734e-08,2.4697118728698958e-08,2.3083260437532936e-08,2.409440538712069e-08,2.5469272144206316e-08
892,"Hydrocarbons, chlorinated","('air',)",emission,kilogram,biosphere3,2.309331201115749e-08,4.70038349281882e-08,1.0795753822257686e-07,1.5351407215630796e-08,3.198964321763872e-08,6.953748931197703e-08,1.1743658105676458e-08,2.661452344909566e-08,5.88260251343617e-08,1.2298082324832415e-08,2.7395475776780604e-08,6.022825240748359e-08,1.2336214561219817e-08,2.901613752057562e-08,6.397686107854599e-08,2.4244785997643112e-08,5.545502623780091e-08,1.1595115809138347e-07,1.518662776704984e-08,3.1483927374087614e-08,6.822372369392825e-08,8.082690190720668e-08,8.698228405692721e-08,9.562992172184333e-08,5.096656040738562e-08,5.4427422306148125e-08,5.925255723994725e-08,8.113040273253745e-08,8.721810467006782e-08,9.57633231886855e-08
893,Hydrogen,"('air',)",emission,kilogram,biosphere3,9.929640829897475e-08,3.4060538817922373e-07,1.7325558480317227e-06,4.420753221167432e-07,7.426260097865459e-07,2.1304555040399907e-06,2.9878991185437687e-07,5.677361143531729e-07,1.9811864374778e-06,2.9994754552312154e-07,5.699448557104461e-07,1.9878475014161753e-06,3.0766759856809793e-07,5.889717833712949e-07,1.9845732323167885e-06,3.122720340735094e-07,5.984019769184986e-07,2.004755060115e-06,3.528073945968154e-07,6.403635544905039e-07,2.0607488750420323e-06,3.9995205057756175e-07,1.7224307537047986e-06,3.3710134895136244e-06,5.931151882938522e-07,1.7124321120492841e-06,3.1095514959736938e-06,5.800985799787678e-07,1.6961877113191207e-06,3.089541877545556e-06
894,Hydrogen chloride,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,0.00011991485738702538,0.000281600081074952,0.00015944656667397716,0.0005905282038990991,0.0012940303181234627,0.00029659490178508873,0.0006491145429697818,0.0014228069492244434,0.0028466345078782514,0.0006493157919144299,0.0014255255071940075,0.0028543801944414682,0.000755198635001511,0.0016546607356763285,0.002827949520202791,0.0005532194825699074,0.0012164080763456173,0.0029194884956826373,0.00023044531498572703,0.0005030746557995276,0.002885875559851679,0.0001349671913962852,0.0001409809381981136,0.000149210234881045,0.00039342438830483346,0.0004100912548989153,0.0004326409568325259,0.0004174194171779085,0.0004352641927761326,0.0004595305474201175
895,Hydrogen chloride,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2839962126171855e-07,3.655879899689781e-07,5.826964943025176e-07,2.720185496774815e-07,4.988216397437733e-07,7.51742887852644e-07,0.0,0.0,0.0,2.9877556246655176e-07,3.168175745865069e-07,3.4120899342802255e-07,2.802821064084073e-07,2.970406001269077e-07,3.197041037133896e-07
896,Hydrogen chloride,"('air', 'lower stratosphere + upper troposphere')",emission,kilogram,biosphere3,7.871833760684556e-15,1.998277662450802e-13,5.763603931267959e-13,1.2817195993898867e-14,3.0194255389098844e-14,4.706552014465243e-14,5.956489779645279e-17,1.2924372492515707e-16,6.128006262300688e-16,2.166490743117009e-15,5.16930840609941e-15,4.7086739410674755e-12,6.227867791691097e-16,1.7489857376607066e-15,1.811696796774143e-13,6.0994292690110555e-16,1.725142101332665e-15,1.8375404116826007e-13,0.0,0.0,0.0,5.892581315069734e-13,6.140655423338727e-13,6.473363934338538e-13,0.0,0.0,0.0,1.9557841414526623e-13,2.0399214390820495e-13,2.1536552053864434e-13
897,Hydrogen chloride,"('air',)",emission,kilogram,biosphere3,3.925660068511984e-05,6.080438646197818e-05,9.4496173234406e-05,4.085626351039118e-05,6.313347395526137e-05,8.952527063284008e-05,3.9997975994438226e-05,6.148090437091343e-05,8.666228047255378e-05,4.0038425488604255e-05,6.14461118951688e-05,8.705375077804663e-05,4.004894315553355e-05,6.20143424397226e-05,8.827503933540215e-05,4.015726373865518e-05,6.2044503214484e-05,9.03150358560748e-05,4.1302065488942406e-05,6.302726811246466e-05,9.2006329680462e-05,1.9491282167461197e-05,2.073533202833315e-05,2.2469448069472833e-05,2.0034352779217204e-05,2.1443863364709028e-05,2.3407923214700758e-05,1.96752091457685e-05,2.0953687706048145e-05,2.2733809329905645e-05
898,Hydrogen fluoride,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.2705191793819926e-05,9.83083863940809e-05,3.7233501729696256e-05,5.5130012674435885e-05,0.00012384307071050145,4.168394511241859e-05,6.06327178846172e-05,0.0001364628486088972,0.0003144769291245734,6.198342882942037e-05,0.0001396558526024675,0.00031846984405314854,7.224835349576353e-05,0.00016211024006041277,0.00031641998396300615,5.546311725947714e-05,0.00012551221468379506,0.0003243227028173651,2.4704233806459046e-05,5.711343038906898e-05,0.0003205149158670826,2.9340102003203637e-05,3.064276849405753e-05,3.2424548997181584e-05,5.030833883216113e-05,5.243296054243378e-05,5.5307957101584006e-05,5.337170398771415e-05,5.564852538643087e-05,5.874442253056345e-05
899,Hydrogen fluoride,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01492529810239e-10,8.573379109480193e-10,1.6694490816968575e-09,6.025024104675838e-10,9.629606999098524e-10,1.7775949659151045e-09,0.0,0.0,0.0,9.028069752464384e-10,9.70830061886977e-10,1.0633155685887752e-09,9.027888701878731e-10,9.726429057502314e-10,1.0674374499458313e-09
900,Hydrogen fluoride,"('air',)",emission,kilogram,biosphere3,3.3765524895168365e-06,0.004215605217232309,0.04206165997828513,1.0489138905516352e-05,0.004227231132401084,0.04208552367566522,1.1371288170907753e-05,0.004228903401825079,0.04208996018972225,1.1380091049568546e-05,0.004228920535680022,0.042090197241193096,1.1442792423576594e-05,0.004229837400280495,0.0420921261919878,3.4841701624642715e-06,0.00421534129967082,0.04206066565089785,3.7416936123775025e-06,0.0042157730578067315,0.04206209372142649,0.009930897328117765,0.046687970959590576,0.11050222556649028,0.009931903412779062,0.04668910223654797,0.1105035367029503,0.00993075399751156,0.04668782575043903,0.11050207738825239
901,Hydrogen sulfide,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,2.2608066812428782e-06,6.778100988147101e-06,2.1844018898926142e-05,2.171422491263641e-06,6.062089351751293e-06,1.819866322404907e-05,2.095494213556996e-06,5.749196181661193e-06,1.797037884903317e-05,2.098192437233563e-06,6.319479258413496e-06,1.7671989929573705e-05,3.6329894946881783e-06,1.2118162231232056e-05,3.062079924686224e-05,3.4928119088999427e-06,1.1806760960168498e-05,3.080547007259358e-05,7.978565548310613e-06,1.9905019269762008e-05,4.821085283613152e-05,1.7185450905430404e-05,1.8127162540693725e-05,1.938921970361331e-05,3.692977010689605e-05,4.091446793823758e-05,4.606653384193351e-05,2.609519491175143e-05,2.750652520405024e-05,2.938667532073103e-05
902,Hydrogen sulfide,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0,0.0,0.0,5.094273464300944e-07,1.728465646055608e-06,4.3578652146698765e-06,9.116733210190727e-08,8.194186364179536e-07,2.97344612723216e-06,1.1705310613836201e-07,8.829540415712447e-07,3.1046326693382966e-06,5.4548820514971736e-08,4.361719259804551e-07,1.5515508472842308e-06,4.6148279271261015e-08,4.2202794089416553e-07,1.5307232828760925e-06,6.092681760258408e-08,4.0643381198162355e-07,1.4292470422656272e-06,0.0,0.0,0.0,1.4036784508859765e-06,1.4757208307332547e-06,1.5720502514987777e-06,1.5248390405320478e-06,1.6007822186630632e-06,1.7023734937713483e-06
903,Hydrogen sulfide,"('air',)",emission,kilogram,biosphere3,3.935816371701247e-07,1.2882092757712198e-06,3.231193922236143e-06,3.1418271469179047e-07,9.557203575895877e-07,2.750232969121369e-06,1.2718181954986228e-07,4.046691451138773e-07,1.1650350608029944e-06,1.6344768703640562e-06,1.9811930136807114e-06,2.9064822803014016e-06,1.6404148578948897e-06,2.0027345629022495e-06,2.919303915300835e-06,1.6487872860143894e-06,2.006425487653836e-06,2.9435864367435484e-06,1.2185038092845978e-06,1.6700908252784434e-06,3.023774298688383e-06,2.753474300223622e-06,2.886430957940059e-06,3.0696228600967614e-06,1.6495060100832447e-06,1.7664207703375614e-06,1.93166357778734e-06,1.1423031545728766e-06,1.2039803396511038e-06,1.289580579281133e-06
904,"Hydrogen-3, Tritium","('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.3125762346139109,0.729343573834999,0.4942926101092478,0.0746158399548169,0.20646233228419253,0.3677609670762044,0.12087594410927752,0.3063236790322419,0.2569929189358698,0.12033380426454203,0.3028401237090141,0.2490983042507501,0.07420123808255656,0.2058013259792668,0.2517172570565554,0.1460725833983038,0.35838837426404624,0.2417256120958138,0.15341092616721347,0.3680806373500719,0.22108313719838713,0.3453622173045171,0.3603565644676122,0.38083537718624016,0.19675481429856684,0.21260142079845012,0.23519416814729105,0.21934498530359234,0.23674230656767584,0.26153487245938895
905,Iodine,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.1960330447029519e-06,2.7850586910887114e-06,1.4351545292093198e-06,5.367019092034751e-06,1.1732747609950677e-05,1.7170924589723807e-06,5.9660487515155894e-06,1.3052083720034948e-05,1.7335268266990374e-05,5.96823406339979e-06,1.305888059471897e-05,1.7352719576882688e-05,6.960911164168456e-06,1.5206074539818428e-05,1.7212805704463898e-05,5.029026637346389e-06,1.1025376823244129e-05,1.765981273698991e-05,1.924938762364403e-06,4.225016215761196e-06,1.735594042487328e-05,1.2091562742181855e-06,1.2620689411254744e-06,1.3343581190235241e-06,2.467489143356381e-06,2.5696397023316343e-06,2.7077562122980553e-06,2.650920144736547e-06,2.761889655345987e-06,2.9127114217226054e-06
906,Iodine,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6721491727221725e-15,8.445774832884762e-15,3.7283260810565485e-14,4.15145324378466e-15,8.654065811707128e-15,3.678014342124436e-14,0.0,0.0,0.0,1.3020642766428024e-14,1.5173388060170204e-14,1.8094137652158916e-14,1.3766065312922947e-14,1.6147120289845357e-14,1.9361368388823253e-14
907,Iodine,"('air',)",emission,kilogram,biosphere3,8.807510102363841e-16,2.077527444242354e-15,8.503045499930101e-08,4.867539157685023e-10,1.3958566242480262e-09,1.3668708073570796e-08,1.7878433609927242e-09,4.24160339082571e-09,1.4612574593766605e-08,4.852747224425865e-10,1.4329473462385305e-09,1.4235667672273903e-08,4.973822664675506e-10,1.4029343836126678e-09,1.4040941823597684e-08,7.667081481707441e-10,1.4453971404130626e-09,3.446771360092458e-08,9.331669422615465e-10,1.5791634419751605e-09,3.474560122900626e-08,1.2599281152863915e-08,1.307542711366765e-08,1.3718223288102555e-08,5.955374768215081e-09,6.2625998144504385e-09,6.680803480756682e-09,5.798197126662425e-09,6.065964727304122e-09,6.427318298743876e-09
908,Iodine-129,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,5.2396507556821426e-05,0.00012261955816007122,7.066851909447245e-05,8.309481042046484e-06,1.9378967147049275e-05,1.3429896197516461e-05,1.04429890541902e-05,2.407253884222388e-05,1.366599520841855e-05,1.0388072848253987e-05,2.382959092821656e-05,1.3142674396662062e-05,4.169988299919168e-06,1.074496141055238e-05,1.2630489209875708e-05,1.2289882769564803e-05,2.8088600540828444e-05,1.211615160271288e-05,1.3371920795393299e-05,3.0047738617647237e-05,1.1436041318791408e-05,5.951974276841421e-05,6.211518700104258e-05,6.566033060402104e-05,7.998508970146076e-06,8.316747863370332e-06,8.746117327807462e-06,8.8965230136566e-06,9.266069725773004e-06,9.768401801547421e-06
909,Iodine-131,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.00042591300304481417,0.0014351819551678268,0.0033368047076103263,4.7418305341774826e-05,0.00029924013306604114,0.0010478399501655325,0.00010603743441770418,0.0003668163345613248,0.0007085282657682522,0.00010079046701745203,0.0003376045816770104,0.0006473610289092119,9.133346776190865e-05,0.00035387961111363634,0.0008136423342722257,0.0001343912267964545,0.0004094991958620297,0.000576860847947827,0.0001202818119789999,0.00035276429724812313,0.0004657814452381279,0.0029172945892283,0.0030438011878331185,0.0032165236926403108,0.00045421352374550326,0.00047081852104292454,0.0004932043798041132,0.0005671441624276156,0.0005891081493169404,0.0006189433990469518
910,Iodine-133,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,8.636512207422796e-08,2.006077833571437e-07,2.0494324489319174e-07,1.3839150210029985e-06,3.0767381398026595e-06,8.230605054023213e-07,3.137440094012378e-07,7.685274546965339e-07,1.0524903445543953e-06,3.1076254831142875e-07,7.558228258061769e-07,1.0222592553573023e-06,1.0319144032299738e-07,3.350973162716771e-07,1.1433379913797073e-06,3.440743707132611e-07,8.422151096900674e-07,1.094760938526113e-06,3.903416880268897e-07,9.18609419013073e-07,1.0696806477221548e-06,1.6956554481003077e-07,1.7684238143549976e-07,1.8676397629700875e-07,5.704040564127323e-07,5.936774810008273e-07,6.250961962427237e-07,6.111109149641866e-07,6.369860033418955e-07,6.721635627945732e-07
911,Iodine-135,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.4190654531922972e-07,3.347310867441756e-07,1.984999661986315e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6887049340508527e-07,1.7619711074373342e-07,1.8618399286280808e-07,0.0,0.0,0.0,0.0,0.0,0.0
912,Iron,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.6482204784087786e-08,1.6317683093947616e-07,4.519747946141974e-07,2.202428266417028e-08,9.566899381209598e-08,2.1191376370087234e-07,2.1974003833756864e-08,9.711348044274465e-08,2.1250837918788634e-07,2.136211054336167e-08,8.976464341846032e-08,1.9072278001403335e-07,2.041566769746195e-08,8.60434766006052e-08,1.9039163791957693e-07,2.7671879045478756e-08,9.708206017900108e-08,6.734483468879796e-07,3.221510401351288e-08,9.993620449341284e-08,6.787670095453358e-07,3.449514274378848e-07,3.642676154830126e-07,3.9112691907038317e-07,1.9704861671186498e-07,2.071439091330336e-07,2.209130568227563e-07,1.978174428328472e-07,2.0742196921082717e-07,2.2050326463211446e-07
913,Iron,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.6608167573044633e-05,6.209958430487453e-05,4.113322773386817e-05,1.8961399106520822e-05,4.4156150482100266e-05,2.8413531107285745e-05,1.5360886464075744e-05,3.5196263001948704e-05,1.5832189002236073e-05,1.5286259639822753e-05,3.484852283943843e-05,1.5087386842426146e-05,5.456174309047764e-06,1.4066091092458989e-05,1.6320052168791127e-05,1.809416522086311e-05,4.1114107690874006e-05,1.606045207973094e-05,1.978357108792576e-05,4.433324429453672e-05,1.5153302387452511e-05,3.0335613348282618e-05,3.165368271377357e-05,3.3453843757504417e-05,1.0250599633095715e-05,1.06636177901295e-05,1.1221189200435485e-05,1.1404592239837986e-05,1.1885209927666617e-05,1.2538462606073691e-05
914,Iron,"('air',)",emission,kilogram,biosphere3,8.174889707613808e-08,2.8441728548131535e-07,9.437154975959369e-07,2.2538783752724407e-06,1.0722961350449394e-05,2.5762828012739064e-05,1.9654551176549464e-06,1.0304037560258142e-05,2.475081425664384e-05,1.6962062072671139e-06,7.4043058794705465e-06,1.7735907978995496e-05,1.7840970981792403e-06,7.43773868329505e-06,1.753654792719764e-05,1.7518756159139298e-06,6.980107365520963e-06,1.6890791722086168e-05,2.2583180618438987e-06,7.954123837118198e-06,1.831924178702051e-05,7.741958172654562e-07,8.199423424410899e-07,8.838545178614765e-07,1.587399071321317e-05,1.6618033502376115e-05,1.763658098103505e-05,1.4923274037884652e-05,1.559162997655951e-05,1.650363695205097e-05
915,Isoprene,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,4.480714228667704e-11,2.2449057704543138e-10,1.736720134770473e-07,3.571566881344774e-10,8.74188186622064e-10,8.899583656418776e-08,2.3653545687304013e-10,6.143111495641914e-10,7.334190324894636e-08,1.5259828177339897e-09,3.5611375963081685e-09,1.2723857963430295e-07,3.777949957504795e-10,9.571328810862552e-10,1.5904880488231567e-07,3.0732198898225104e-10,8.047467687531661e-10,1.5598594709487613e-07,3.065211713651365e-10,7.524304218457755e-10,1.1189208609498804e-07,1.854965422301857e-07,1.9338628861370382e-07,2.0403933027040592e-07,1.192481653448953e-07,1.243202107825853e-07,1.3116876762714648e-07,1.664325702276e-07,1.7350658963516672e-07,1.8305795199208692e-07
916,Isoprene,"('air',)",emission,kilogram,biosphere3,2.8451271175504807e-18,1.5349680172699317e-17,4.017097245566946e-17,1.7756268089736356e-14,3.6014901366731644e-14,5.842916514602633e-14,7.0571713206025296e-15,1.3504305982544425e-14,2.345263652041537e-14,7.722295283193955e-15,1.5748714187788203e-14,2.9116548413460286e-14,5.612502105301018e-15,1.1860327282387341e-14,2.1711156227054603e-14,4.7588341232149775e-15,9.905953653621632e-15,1.7877893521415342e-14,6.125338365526764e-15,1.1695507332124154e-14,2.0388658983021218e-14,3.774456437945038e-17,3.955184774445177e-17,4.2003721357432206e-17,1.2041194464908175e-14,1.3540497312394136e-14,1.5493616081117564e-14,1.1222055595520778e-14,1.2600743309984177e-14,1.439338653721274e-14
917,Krypton-85,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0033922063241335473,0.01138552303945956,0.026460866832423557,0.0006234623954947066,0.00369255315786736,0.012691698674138009,0.004567050812366671,0.011532297722830792,0.008949875986552515,0.0045024249578976576,0.011180266713917185,0.00821295575064745,0.0011155890403840374,0.004277160238498813,0.009793546581169887,0.005138156167484479,0.012554435535578005,0.007446984632269033,0.005585445681721131,0.013195971537261144,0.006181570367970809,0.02313797738571548,0.024141213566082308,0.025510945385410565,0.005763462226203618,0.005976275471629582,0.006263264488346701,0.007093604884668768,0.007370589535368988,0.007746923678078558
918,Krypton-85m,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.0003059578456741964,0.0007389900644573675,0.0017879142749140083,0.007892243074895488,0.017767578831344173,0.006691938306785566,0.014199609125359329,0.03143234099316619,0.008531513768959796,0.014169052437972946,0.031312634624736366,0.008261669043441607,0.0007787816252815219,0.002492637219499777,0.007632244304827077,0.015272298116746852,0.033808338111513445,0.008855838340827486,0.017809946761826036,0.03908499951442991,0.008802159877424925,0.0014737304909075858,0.0015367006015389,0.0016226016287450103,0.0049938603081371834,0.005197629079465671,0.005472899142577903,0.0052951020924477555,0.00552077904354605,0.0058278169017077905
919,Krypton-87,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,9.691093183072046e-05,0.0002618045220256943,0.0006239819791410093,0.00015826726936013635,0.00044948216013157257,0.0009440856128395587,0.005052414125253324,0.011027490171983177,0.0011703460587239472,0.005046381605063951,0.011005736826508516,0.001124994099155484,9.236844126681978e-05,0.00028769634735689427,0.0006125718358830048,0.005420429597480318,0.011827540721006736,0.0012031876432719727,0.006343436174360833,0.013789034733718173,0.0012317550821141468,0.0005258600244223773,0.0005484559023295212,0.0005792902864044799,0.000786742438501636,0.0008187659282263663,0.000862070827625523,0.0008240141970389541,0.0008594137595647891,0.0009076305065156737
920,Krypton-88,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,0.00010605602742767457,0.0002716504709225656,0.0006519655135763094,0.00020759787703999769,0.0005825429909196392,0.0012054872146838361,0.006683370441548875,0.014581516515180014,0.0015192403189314362,0.006675607283024757,0.01455395822927317,0.0014617970370879793,0.00011840594012213693,0.00036585550173989144,0.0007764766580521125,0.0071693108040998925,0.01563873455644112,0.0015682962553988148,0.008391688112205914,0.0182375570732609,0.0016108142142736027,0.0005438369804300152,0.0005671450379529978,0.0005989464909730759,0.0010222062583782011,0.0010638938153082389,0.0011202702045441026,0.0010667617777021174,0.0011126913974071795,0.0011752542768539585
921,Krypton-89,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,3.4202593418383086e-05,7.869577153065117e-05,0.00019172771841086415,8.710999360250703e-05,0.00023911469448166238,0.0004809698432097237,0.0028468994885561894,0.006206956174394281,0.0006254623052100528,0.0028437552247735608,0.0061961304896234436,0.0006029055345360322,4.760119956185036e-05,0.00014480475634662715,0.00030536553595226265,0.0030532391843666774,0.006656475446381543,0.0006505696828495336,0.00357499585026352,0.007766598832384806,0.0006722289072326365,0.00015640870091240903,0.00016307390024356415,0.00017216484447947234,0.0004215445071365063,0.00043879684560064287,0.0004621303576305528,0.00043696143956420126,0.0004558528201834982,0.0004815882818378435
922,Lanthanum-140,"('air', 'non-urban air or from high stacks')",emission,kilo Becquerel,biosphere3,1.4966084380963916e-09,3.307819232121525e-09,8.107315886128923e-09,4.118193291990024e-09,1.1240049463782743e-08,2.2438104011921025e-08,1.3510235779722406e-07,2.945059803304349e-07,2.942407093140424e-08,1.3495507701940404e-07,2.940030961041448e-07,2.8376354840253556e-08,2.2252403768264357e-09,6.740603131193118e-09,1.418953375570014e-08,1.4488661649334238e-07,3.1582858354654037e-07,3.066563835852881e-08,1.696597272783272e-07,3.685475273056442e-07,3.173568480689603e-08,6.5550330632420015e-09,6.833716086443941e-09,7.213771376907302e-09,1.9839732813408696e-08,2.065245191215894e-08,2.17516686783649e-08,2.0529000751284778e-08,2.1417505283350118e-08,2.262793487652742e-08
923,Lead,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.932712315570423e-06,5.408004243862711e-06,7.281420609045191e-06,4.5996023575937506e-06,6.809835578135404e-06,9.91858169423424e-06,4.008597571088246e-06,6.06466683282966e-06,1.2145673106770437e-05,4.181403932857791e-06,6.464927493005168e-06,1.2941799854550623e-05,4.211395219430962e-06,6.786439041220341e-06,1.3602302346789589e-05,4.167286006407856e-06,6.619034324971158e-06,1.3596367241147658e-05,5.403919119861599e-06,8.466041292986925e-06,1.7092131180869497e-05,3.3434373387335913e-06,3.505852097674757e-06,3.726979940870406e-06,7.954179113710248e-06,8.355252931211827e-06,8.900899866976086e-06,5.978382523470531e-06,6.276801293406291e-06,6.68349871787037e-06
924,Lead,"('air', 'low population density, long-term')",emission,kilogram,biosphere3,2.1928339130513796e-07,5.11775469042442e-07,3.3898740491775533e-07,1.5626479667459637e-07,3.6389993366287675e-07,2.3416176392600163e-07,1.2659223017065216e-07,2.900596549235412e-07,1.3047633149061484e-07,1.259772151365385e-07,2.8719385659901337e-07,1.243382634392292e-07,4.496545662241189e-08,1.1592155474506218e-07,1.3449691236118834e-07,1.5040958228581523e-07,3.414665838905231e-07,1.3822851387178475e-07,1.6456919309142133e-07,3.68233424622756e-07,1.3098532420854728e-07,2.50002039932859e-07,2.608645211561793e-07,2.757000192337245e-07,8.7712663104461e-08,9.138409491946765e-08,9.634271052860318e-08,9.72413116163708e-08,1.0147867578029965e-07,1.0723683415521567e-07
